shopify_order_id,order_name,created_at,price,quantity,city,state,country,currency_code,financial_status,fulfillment_status,brand,channel,platform
gid://shopify/Order/7246916026665,#262279,2026-03-26T17:42:46Z,1497.0,1,Gurgaon,Haryana,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246915010857,#262277,2026-03-26T17:41:56Z,1827.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246914453801,#262274,2026-03-26T17:41:38Z,4768.0,6,Chandigarh,Chandigarh,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246913667369,#262271,2026-03-26T17:41:01Z,4742.0,6,"Mysore Division",Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246912487721,#262270,2026-03-26T17:40:11Z,2131.0,2,Tiruvallur,"Tamil Nadu",India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246911701289,#262266,2026-03-26T17:39:40Z,8322.0,9,Ahmedabad,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246911111465,#262265,2026-03-26T17:39:16Z,6541.0,6,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246910652713,#262263,2026-03-26T17:38:51Z,3106.0,3,Kolhapur,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246910587177,#262262,2026-03-26T17:38:49Z,7665.0,5,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246910128425,#262261,2026-03-26T17:38:32Z,4987.0,4,Noida,"Uttar Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246909767977,#262260,2026-03-26T17:38:12Z,2597.0,2,Gurgaon,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246909538601,#262258,2026-03-26T17:38:05Z,3035.0,4,Ahmedabad,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246909473065,#262257,2026-03-26T17:38:04Z,1272.0,1,Kullu,"Himachal Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246908227881,#262255,2026-03-26T17:37:29Z,1801.0,2,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246907703593,#262253,2026-03-26T17:37:10Z,2118.0,2,Thane,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246907343145,#262252,2026-03-26T17:36:46Z,2776.0,1,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246906196265,#262250,2026-03-26T17:36:12Z,5862.0,7,Jaipur,Rajasthan,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246906097961,#262249,2026-03-26T17:36:07Z,4932.0,4,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246905803049,#262248,2026-03-26T17:35:54Z,3297.0,2,Gurgaon,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246905770281,#262247,2026-03-26T17:35:54Z,5090.0,4,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246904951081,#262243,2026-03-26T17:35:19Z,1524.0,1,Pune,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246903968041,#262239,2026-03-26T17:34:44Z,1461.0,1,K.V.Rangareddy,Telangana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246903247145,#262237,2026-03-26T17:34:16Z,1407.0,1,Lucknow,"Uttar Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246902067497,#262233,2026-03-26T17:33:30Z,2421.0,2,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246901772585,#262232,2026-03-26T17:33:20Z,6080.0,5,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246900855081,#262230,2026-03-26T17:32:47Z,1395.0,1,Chennai,"Tamil Nadu",India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246900330793,#262228,2026-03-26T17:32:26Z,4314.0,5,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246900035881,#262226,2026-03-26T17:32:16Z,5232.0,4,"DAKSHINA KANNADA",Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246899740969,#262223,2026-03-26T17:32:01Z,1498.0,1,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246899347753,#262222,2026-03-26T17:31:48Z,576.0,1,Jaipur,Rajasthan,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246898397481,#262220,2026-03-26T17:31:16Z,4261.0,4,Dehradun,Uttarakhand,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246897611049,#262217,2026-03-26T17:30:40Z,6842.0,4,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246897119529,#262216,2026-03-26T17:30:26Z,1257.0,1,Ghaziabad,"Uttar Pradesh",India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246896005417,#262215,2026-03-26T17:29:50Z,4235.0,4,"East Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246895972649,#262214,2026-03-26T17:29:50Z,2518.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246894956841,#262213,2026-03-26T17:29:06Z,4351.0,3,Mumbai,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246894661929,#262211,2026-03-26T17:28:49Z,2679.0,2,Gurugram,Haryana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246893809961,#262209,2026-03-26T17:28:22Z,2866.0,3,THANE,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246893252905,#262207,2026-03-26T17:27:59Z,1769.0,2,Nagpur,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246893220137,#262206,2026-03-26T17:27:58Z,2883.0,1,"North Goa",Goa,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246892761385,#262205,2026-03-26T17:27:40Z,2539.0,2,Bangalore,Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246892138793,#262204,2026-03-26T17:27:13Z,998.0,1,"Navi Mumbai",Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246891188521,#262202,2026-03-26T17:26:39Z,5514.0,6,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246890172713,#262200,2026-03-26T17:26:09Z,3756.0,3,Jalandhar,Punjab,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246890074409,#262199,2026-03-26T17:26:06Z,2198.0,1,"Navi Mumbai",Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246886797609,#262195,2026-03-26T17:23:57Z,7832.0,6,Ludhiana,Punjab,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246886764841,#262194,2026-03-26T17:23:57Z,3465.0,3,Vadodara,Gujarat,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246886437161,#262191,2026-03-26T17:23:44Z,3460.0,3,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246885847337,#262190,2026-03-26T17:23:13Z,2696.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246885650729,#262189,2026-03-26T17:23:09Z,3475.0,4,Raigarh,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246884995369,#262188,2026-03-26T17:22:45Z,4170.0,4,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246884438313,#262187,2026-03-26T17:22:26Z,1517.0,2,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246883389737,#262185,2026-03-26T17:21:36Z,3782.0,4,hyderabad,Telangana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246881227049,#262180,2026-03-26T17:20:14Z,2660.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246881030441,#262179,2026-03-26T17:20:05Z,1674.0,2,K.V.Rangareddy,Telangana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246880538921,#262178,2026-03-26T17:19:40Z,2324.0,1,K.V.Rangareddy,Telangana,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246880506153,#262177,2026-03-26T17:19:36Z,2045.0,2,"Sahibzada Ajit Singh Nagar",Punjab,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246880342313,#262176,2026-03-26T17:19:31Z,11809.0,8,Mumbai,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246878966057,#262172,2026-03-26T17:18:37Z,1947.0,2,Barabazar,"West Bengal",India,INR,PAID,UNFULFILLED,Amodira,D2C,App
gid://shopify/Order/7246878769449,#262171,2026-03-26T17:18:32Z,5258.0,5,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246877819177,#262169,2026-03-26T17:18:00Z,1163.0,1,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246877393193,#262168,2026-03-26T17:17:50Z,20938.0,22,Delhi,Delhi,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246877065513,#262167,2026-03-26T17:17:32Z,1551.0,1,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246876770601,#262166,2026-03-26T17:17:25Z,3328.0,3,Indore,"Madhya Pradesh",India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246876311849,#262163,2026-03-26T17:17:01Z,2834.0,2,Pune,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246876180777,#262162,2026-03-26T17:16:57Z,6351.0,4,Gurugram,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246875033897,#262159,2026-03-26T17:16:14Z,1371.0,1,"Navi Mumbai",Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246875001129,#262158,2026-03-26T17:16:14Z,2403.0,2,"North West Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246874640681,#262157,2026-03-26T17:16:06Z,1262.0,1,"New Delhi",Delhi,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246871920937,#262154,2026-03-26T17:14:31Z,8946.0,6,Bangalore,Karnataka,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246870642985,#262151,2026-03-26T17:13:42Z,2041.0,2,Indore,"Madhya Pradesh",India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246870511913,#262150,2026-03-26T17:13:38Z,2399.0,3,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246870118697,#262149,2026-03-26T17:13:24Z,4199.0,3,Kottayam,Kerala,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246869889321,#262148,2026-03-26T17:13:16Z,3473.0,2,Hyderabad,Telangana,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246869627177,#262147,2026-03-26T17:13:11Z,2837.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246869365033,#262146,2026-03-26T17:13:03Z,3080.0,3,Bengaluru,Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246869233961,#262145,2026-03-26T17:12:57Z,3298.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246868349225,#262142,2026-03-26T17:12:23Z,8702.0,6,Gurugram,Haryana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246867038505,#262141,2026-03-26T17:11:39Z,5156.0,3,Ghaziabad,"Uttar Pradesh",India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246866415913,#262139,2026-03-26T17:11:17Z,6748.0,5,"Serilingampalle (M)",Telangana,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246865662249,#262138,2026-03-26T17:10:54Z,3967.0,4,Vadodara,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246864974121,#262136,2026-03-26T17:10:19Z,2079.0,1,Chitradurga,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246864449833,#262135,2026-03-26T17:10:04Z,2705.0,2,"West Delhi",Delhi,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246863761705,#262134,2026-03-26T17:09:26Z,2095.0,4,Panchanai,"West Bengal",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246863171881,#262132,2026-03-26T17:08:52Z,1371.0,1,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246862713129,#262130,2026-03-26T17:08:32Z,3297.0,4,Thane,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246862156073,#262127,2026-03-26T17:08:14Z,1413.0,1,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246860845353,#262124,2026-03-26T17:07:15Z,1951.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246860517673,#262123,2026-03-26T17:06:58Z,2452.0,1,"South Delhi",Delhi,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246860157225,#262120,2026-03-26T17:06:46Z,1160.0,1,"New Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246859436329,#262117,2026-03-26T17:06:22Z,1088.0,1,"Gautam Buddha Nagar","Uttar Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246859272489,#262115,2026-03-26T17:06:06Z,1009.0,1,Hyderabad,Telangana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246858748201,#262112,2026-03-26T17:05:40Z,5013.0,5,Thane,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246857142569,#262109,2026-03-26T17:04:38Z,7028.0,7,Pune,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246854488361,#262106,2026-03-26T17:03:18Z,5248.0,7,Mumbai,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246853734697,#262105,2026-03-26T17:02:51Z,6793.0,7,Thane,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246853570857,#262104,2026-03-26T17:02:46Z,4567.0,4,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246853112105,#262101,2026-03-26T17:02:16Z,3881.0,5,"North Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246852849961,#262100,2026-03-26T17:02:11Z,1640.0,2,"South Goa",Goa,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246851965225,#262099,2026-03-26T17:01:40Z,852.0,1,BANGALORE,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246850851113,#262098,2026-03-26T17:01:07Z,3368.0,3,Karnal,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246849835305,#262097,2026-03-26T17:00:37Z,4085.0,4,Ahmedabad,Gujarat,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246849769769,#262096,2026-03-26T17:00:34Z,20026.0,19,Ghata,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246849802537,#262095,2026-03-26T17:00:34Z,1065.0,1,Bangalore,Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246848196905,#262091,2026-03-26T16:59:37Z,4500.0,5,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246848098601,#262090,2026-03-26T16:59:34Z,4106.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246847901993,#262088,2026-03-26T16:59:24Z,1497.0,1,Sihi,Haryana,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246847017257,#262084,2026-03-26T16:58:55Z,762.0,1,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246845673769,#262083,2026-03-26T16:58:17Z,1371.0,1,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246844231977,#262080,2026-03-26T16:57:17Z,1788.0,1,HYDERABAD,Telangana,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246844002601,#262079,2026-03-26T16:57:05Z,895.0,2,"East Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246842003753,#262078,2026-03-26T16:55:39Z,578.0,1,Allahabad,"Uttar Pradesh",India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246840987945,#262076,2026-03-26T16:55:04Z,2146.0,2,Mumbai,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246840529193,#262074,2026-03-26T16:54:41Z,1799.0,3,Gurugram,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246840267049,#262073,2026-03-26T16:54:27Z,840.0,1,"South West Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246839939369,#262070,2026-03-26T16:54:10Z,6796.0,8,Bangalore,Karnataka,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246839841065,#262069,2026-03-26T16:54:05Z,7502.0,4,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246839152937,#262065,2026-03-26T16:53:41Z,1497.0,1,Mumbai,Maharashtra,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246837514537,#262063,2026-03-26T16:52:45Z,1970.0,2,MUMBAI,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246837055785,#262062,2026-03-26T16:52:28Z,2102.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246836629801,#262061,2026-03-26T16:52:16Z,3842.0,3,"JABALPUR ","Madhya Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246835646761,#262058,2026-03-26T16:51:41Z,942.0,1,"West Delhi",Delhi,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246835450153,#262057,2026-03-26T16:51:29Z,4672.0,4,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,Web
gid://shopify/Order/7246835056937,#262055,2026-03-26T16:51:15Z,5867.0,4,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246834827561,#262054,2026-03-26T16:51:11Z,2079.0,1,Delhi,Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246834794793,#262053,2026-03-26T16:51:11Z,1123.0,1,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246834630953,#262052,2026-03-26T16:51:05Z,649.0,1,NAWANSHAHR,Punjab,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246834204969,#262051,2026-03-26T16:50:45Z,1747.0,2,Thane,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246832206121,#262046,2026-03-26T16:49:32Z,6737.0,4,Mumbai,Maharashtra,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246831419689,#262044,2026-03-26T16:49:04Z,3907.0,3,"Dakshina Kannada",Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246831124777,#262042,2026-03-26T16:48:54Z,1814.0,1,Thane,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246831092009,#262041,2026-03-26T16:48:54Z,10227.0,8,Indore,"Madhya Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246830207273,#262039,2026-03-26T16:48:21Z,6882.0,6,Haralur,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,Web
gid://shopify/Order/7246829912361,#262038,2026-03-26T16:48:12Z,4190.0,3,Medak,Telangana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246829650217,#262037,2026-03-26T16:48:01Z,6420.0,4,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246828339497,#262034,2026-03-26T16:47:08Z,5039.0,4,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246827192617,#262030,2026-03-26T16:46:11Z,517.0,1,"Dakshina Kannada",Karnataka,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246826176809,#262027,2026-03-26T16:45:23Z,5229.0,6,Chennai,"Tamil Nadu",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246825947433,#262026,2026-03-26T16:45:15Z,1050.0,1,Surat,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246825881897,#262025,2026-03-26T16:45:14Z,1901.0,3,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246825718057,#262024,2026-03-26T16:45:10Z,1630.0,2,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246824997161,#262022,2026-03-26T16:44:29Z,1398.0,1,Thane,Maharashtra,India,INR,PAID,FULFILLED,BTC,D2C,App
gid://shopify/Order/7246824800553,#262021,2026-03-26T16:44:24Z,3440.0,4,"North West Delhi",Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246824440105,#262020,2026-03-26T16:44:08Z,3486.0,2,Pune,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246823719209,#262019,2026-03-26T16:43:45Z,2099.0,1,Pune,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246822736169,#262014,2026-03-26T16:43:03Z,1994.0,2,"North 24 Parganas","West Bengal",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246822342953,#262012,2026-03-26T16:42:53Z,5723.0,4,Pune,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246822080809,#262008,2026-03-26T16:42:40Z,8908.0,5,Thane,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246821753129,#262007,2026-03-26T16:42:27Z,994.0,1,Delhi,Delhi,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246821622057,#262006,2026-03-26T16:42:21Z,12144.0,7,Bengaluru,Karnataka,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246819787049,#262002,2026-03-26T16:41:01Z,10909.0,10,"Serilingampalle (M)",Telangana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246818345257,#261998,2026-03-26T16:40:01Z,4807.0,3,Ahmedabad,Gujarat,India,INR,PAID,PARTIALLY_FULFILLED,BTC,D2C,App
gid://shopify/Order/7246818083113,#261997,2026-03-26T16:39:41Z,8672.0,8,Visakhapatnam,"Andhra Pradesh",India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246817853737,#261996,2026-03-26T16:39:31Z,1939.0,2,Pune,Maharashtra,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246817755433,#261995,2026-03-26T16:39:29Z,1262.0,1,Mamuara,Gujarat,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246817427753,#261994,2026-03-26T16:39:16Z,1773.0,3,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246816903465,#261990,2026-03-26T16:38:51Z,4483.0,5,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246815887657,#261988,2026-03-26T16:38:09Z,3341.0,3,Medak,Telangana,India,INR,PAID,FULFILLED,Core,D2C,App
gid://shopify/Order/7246815691049,#261987,2026-03-26T16:38:04Z,2043.0,3,Thane,Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246815396137,#261985,2026-03-26T16:37:52Z,4104.0,4,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246814576937,#261981,2026-03-26T16:37:19Z,3653.0,5,Bangalore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246814314793,#261980,2026-03-26T16:37:14Z,4945.0,6,Surat,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246813528361,#261979,2026-03-26T16:36:39Z,8426.0,6,Mumbai,Maharashtra,India,INR,PAID,UNFULFILLED,BTC,D2C,App
gid://shopify/Order/7246813364521,#261978,2026-03-26T16:36:30Z,2080.0,2,"Navi Mumbai",Maharashtra,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246812545321,#261976,2026-03-26T16:36:08Z,2985.0,5,Manipal,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246812283177,#261975,2026-03-26T16:35:59Z,1067.0,1,Surat,Gujarat,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246811726121,#261973,2026-03-26T16:35:37Z,3486.0,5,Jalandhar,Punjab,India,INR,PAID,PARTIALLY_FULFILLED,Core,D2C,App
gid://shopify/Order/7246811463977,#261972,2026-03-26T16:35:27Z,2350.0,2,Faridabad,Haryana,India,INR,PAID,UNFULFILLED,Core,D2C,App
gid://shopify/Order/7246810612009,#261969,2026-03-26T16:34:45Z,2198.0,1,Mysore,Karnataka,India,INR,PAID,UNFULFILLED,Core,D2C,App
